"","time","Condition","Product","preds","pred.l","pred.u"
"83",0.0528,"benzoic",0.464995787024558,0.467223708252408,0.463978758099104,0.470468658405712
"84",0.0768,"benzoic",0.468027305299586,0.470976915310688,0.467731965157384,0.474221865463992
"85",0.1008,"benzoic",0.472623478168178,0.474379200112549,0.471134249959245,0.477624150265853
"86",0.1248,"benzoic",0.479664423839212,0.477458657444746,0.474213707291442,0.48070360759805
"87",0.1488,"benzoic",0.482011405729557,0.480242060635245,0.476997110481942,0.483487010788549
"88",0.1728,"benzoic",0.481229078432776,0.482754723692161,0.479509773538857,0.485999673845465
"89",0.1968,"benzoic",0.486020833125563,0.485020418749199,0.481775468595895,0.488265368902503
"90",0.2208,"benzoic",0.488367815015908,0.487061338636219,0.483816388482915,0.490306288789523
"91",0.2448,"benzoic",0.492377242411913,0.488898095430501,0.485653145277197,0.492143045583805
"92",0.2688,"benzoic",0.490030260521569,0.490549746973051,0.487304796819747,0.493794697126355
"93",0.2928,"benzoic",0.492377242411913,0.49203384447084,0.488788894317536,0.495278794624144
"94",0.3168,"benzoic",0.493257360620792,0.493366495393317,0.490121545240014,0.496611445546621
"95",0.3408,"benzoic",0.497364578928895,0.494562436874184,0.49131748672088,0.497807387027488
"96",0.3648,"benzoic",0.495702133423234,0.495635115727871,0.492390165574567,0.498880065881175
"97",0.3888,"benzoic",0.496484460720017,0.496596771976873,0.493351821823569,0.499841722130177
"98",0.4128,"benzoic",0.495702133423234,0.497458523461526,0.494213573308222,0.50070347361483
"99",0.4368,"benzoic",0.499809351731337,0.49823044967398,0.494985499520676,0.501475399827284
"100",0.4608,"benzoic",0.498929233522459,0.498921673431884,0.495676723278581,0.502166623585188
"101",0.4848,"benzoic",0.499809351731337,0.499540439395332,0.496295489242028,0.502785389548636
"102",0.5088,"benzoic",0.498146906225678,0.500094188743834,0.49684923859053,0.503339138897138
"103",0.5328,"benzoic",0.50059167902812,0.500589629579354,0.49734467942605,0.503834579732658
"104",0.5568,"benzoic",0.501471797236999,0.501032802816662,0.497787852663358,0.504277752969966
"105",0.5808,"benzoic",0.503134242742659,0.501429143472659,0.498184193319356,0.504674093625963
"106",0.6048,"benzoic",0.498929233522459,0.501783537379778,0.498538587226474,0.505028487533082
"107",0.6288,"benzoic",0.502254124533781,0.502100373432103,0.498855423278799,0.505345323585407
"108",0.6528,"benzoic",0.501471797236999,0.502383591532374,0.49913864137907,0.505628541685678
"109",0.6768,"benzoic",0.501471797236999,0.502636726448448,0.499391776295145,0.505881676601752
"110",0.7008,"benzoic",0.502254124533781,0.50286294781336,0.499617997660056,0.506107897966664
"111",0.7248,"benzoic",0.499809351731337,0.503065096517062,0.499820146363759,0.506310046670366
"112",0.7488,"benzoic",0.503134242742659,0.50324571774321,0.500000767589906,0.506490667896514
"113",0.7728,"benzoic",0.502254124533781,0.503407090902983,0.500162140749679,0.506652041056287
"114",0.7969,"benzoic",0.503916570039441,0.503551824027202,0.500306873873898,0.506796774180506
"115",0.8209,"benzoic",0.50059167902812,0.503680548419862,0.500435598266558,0.506925498573165
"116",0.8449,"benzoic",0.502254124533781,0.503795532671873,0.500550582518569,0.507040482825177
"117",0.8689,"benzoic",0.503134242742659,0.503898238100485,0.500653287947181,0.507143188253789
"118",0.8929,"benzoic",0.505579015545102,0.503989971683411,0.500745021530107,0.507234921836715
"119",0.9169,"benzoic",0.502254124533781,0.504071902141055,0.500826951987751,0.507316852294359
"120",0.9409,"benzoic",0.503134242742659,0.5041450743875,0.500900124234196,0.507390024540804
"121",0.9649,"benzoic",0.502254124533781,0.504210422506563,0.500965472353259,0.507455372659867
"122",0.9889,"benzoic",0.505579015545102,0.504268781396166,0.501023831242862,0.50751373154947
"123",1.013,"benzoic",0.503916570039441,0.504321102258183,0.50107615210488,0.507566052411487
"124",1.037,"benzoic",0.503134242742659,0.504367619833501,0.501122669680197,0.507612569986805
"125",1.061,"benzoic",0.501471797236999,0.504409159238082,0.501164209084778,0.507654109391386
"126",1.085,"benzoic",0.505579015545102,0.504446252527168,0.501201302373864,0.507691202680472
"127",1.109,"benzoic",0.503916570039441,0.504479375031826,0.501234424878522,0.50772432518513
"128",1.133,"benzoic",0.504796688248321,0.504508951377969,0.501264001224665,0.507753901531273
"129",1.157,"benzoic",0.502254124533781,0.504535360872487,0.501290410719183,0.507780311025791
"130",1.181,"benzoic",0.505579015545102,0.504558942321867,0.501313992168564,0.507803892475171
"131",1.205,"benzoic",0.505579015545102,0.504579998342146,0.501335048188842,0.50782494849545
"132",1.229,"benzoic",0.504796688248321,0.504598799213147,0.501353849059843,0.507843749366451
"133",1.253,"benzoic",0.504796688248321,0.50461558632459,0.501370636171286,0.507860536477894
"134",1.277,"benzoic",0.503134242742659,0.504630575256812,0.501385625103508,0.507875525410115
"135",1.301,"benzoic",0.504796688248321,0.504643958534456,0.501399008381152,0.50788890868776
"136",1.325,"benzoic",0.506459133753982,0.504655908087555,0.501410957934251,0.507900858240859
"137",1.349,"benzoic",0.503134242742659,0.504666577450844,0.50142162729754,0.507911527604148
"138",1.373,"benzoic",0.503916570039441,0.50467610372897,0.501431153575666,0.507921053882274
"139",1.397,"benzoic",0.503916570039441,0.504684609352343,0.501439659199039,0.507929559505647
"140",1.421,"benzoic",0.507241461050763,0.504692203645835,0.501447253492531,0.507937153799139
"141",1.445,"benzoic",0.505579015545102,0.504698984230158,0.501454034076854,0.507943934383462
"142",1.469,"benzoic",0.505579015545102,0.504705038273693,0.501460088120389,0.507949988426997
"143",1.493,"benzoic",0.502254124533781,0.504710443610682,0.501465493457378,0.507955393763986
"144",1.517,"benzoic",0.507241461050763,0.50471526973998,0.501470319586676,0.507960219893284
"145",1.541,"benzoic",0.505579015545102,0.504719578717097,0.501474628563793,0.507964528870401
"146",1.565,"benzoic",0.506459133753982,0.504723425950903,0.501478475797599,0.507968376104207
"147",1.589,"benzoic",0.503134242742659,0.504726860915147,0.501481910761843,0.507971811068451
"148",1.613,"benzoic",0.504796688248321,0.504729927783891,0.501484977630587,0.507974877937195
"149",1.637,"benzoic",0.505579015545102,0.504732665998976,0.501487715845672,0.50797761615228
"150",1.661,"benzoic",0.507241461050763,0.504735110776773,0.501490160623469,0.507980060930077
"151",1.685,"benzoic",0.503134242742659,0.504737293560708,0.501492343407404,0.507982243714012
"152",1.709,"benzoic",0.504796688248321,0.504739242425357,0.501494292272053,0.507984192578661
"153",1.733,"benzoic",0.505579015545102,0.504740982437289,0.501496032283985,0.507985932590593
"154",1.757,"benzoic",0.508121579259643,0.50474253597727,0.501497585823966,0.507987486130574
"155",1.781,"benzoic",0.505579015545102,0.504743923027981,0.501498972874677,0.507988873181284
"156",1.805,"benzoic",0.504796688248321,0.504745161430915,0.501500211277611,0.507990111584219
"157",1.829,"benzoic",0.503916570039441,0.504746267115776,0.501501316962472,0.50799121726908
"158",1.853,"benzoic",0.508121579259643,0.504747254305302,0.501502304151998,0.507992204458606
"159",1.877,"benzoic",0.506459133753982,0.504748135698147,0.501503185544843,0.507993085851451
"160",1.901,"benzoic",0.505579015545102,0.504748922632184,0.50150397247888,0.507993872785488
"161",0.0048,"no.inhibitition",0.506654715578177,0.501828951078509,0.497614320264958,0.506043581892061
"162",0.0288,"no.inhibitition",0.506752506490274,0.509589567543728,0.505374936730176,0.513804198357279
"163",0.0528,"no.inhibitition",0.512619961216136,0.516739733435706,0.512525102622154,0.520954364249257
"164",0.0768,"no.inhibitition",0.520345443271855,0.523309622910385,0.519094992096834,0.527524253723937
"165",0.1008,"no.inhibitition",0.528168716239671,0.529331301007544,0.525116670193993,0.533545931821096
"166",0.1248,"no.inhibitition",0.534427334613924,0.534837916547799,0.530623285734247,0.53905254736135
"167",0.1488,"no.inhibitition",0.539805834779297,0.539863014229125,0.535648383415573,0.544077645042676
"168",0.1728,"no.inhibitition",0.545379916768866,0.544439963183634,0.540225332370083,0.548654593997185
"169",0.1968,"no.inhibitition",0.548998180516481,0.548601495136771,0.544386864323219,0.552816125950322
"170",0.2208,"no.inhibitition",0.55369214429717,0.552379342607837,0.548164711794285,0.556593973421388
"171",0.2448,"no.inhibitition",0.55838610807786,0.555803966064908,0.551589335251357,0.56001859687846
"172",0.2688,"no.inhibitition",0.562199953649669,0.55890435834962,0.554689727536069,0.563118989163172
"173",0.2928,"no.inhibitition",0.5651336810126,0.561707914782137,0.557493283968585,0.565922545595688
"174",0.3168,"no.inhibitition",0.567089499254555,0.564240357935971,0.56002572712242,0.568454988749523
"175",0.3408,"no.inhibitition",0.569925435705389,0.566525706962779,0.562311076149227,0.57074033777633
"176",0.3648,"no.inhibitition",0.569045317496509,0.568586282411239,0.564371651597687,0.57280091322479
"177",0.3888,"no.inhibitition",0.569925435705389,0.570442738617669,0.566228107804118,0.574657369431221
"178",0.4128,"no.inhibitition",0.571881253947342,0.572114116874296,0.567899486060745,0.576328747687848
"179",0.4368,"no.inhibitition",0.572956953980417,0.573617913653668,0.569403282840117,0.57783254446722
"180",0.4608,"no.inhibitition",0.575890681343348,0.574970159153325,0.570755528339774,0.579184789966877
"181",0.4848,"no.inhibitition",0.576868590464324,0.576185502306817,0.571970871493266,0.580400133120369
"182",0.5088,"no.inhibitition",0.576868590464324,0.57727729917945,0.573062668365898,0.581491929993001
"183",0.5328,"no.inhibitition",0.578824408706279,0.578257702330959,0.574043071517408,0.58247233314451
"184",0.5568,"no.inhibitition",0.576868590464324,0.579137749288693,0.574923118475141,0.583352380102244
"185",0.5808,"no.inhibitition",0.576868590464324,0.579927448742582,0.57571281792903,0.584142079556133
"186",0.6048,"no.inhibitition",0.578824408706279,0.580635863457441,0.576421232643889,0.584850494270992
"187",0.6288,"no.inhibitition",0.577846499585301,0.581271189209491,0.577056558395939,0.585485820023042
"188",0.6528,"no.inhibitition",0.581855926981307,0.581840829302791,0.577626198489239,0.586055460116342
"189",0.6768,"no.inhibitition",0.581855926981307,0.582351464417122,0.57813683360357,0.586566095230673
"190",0.7008,"no.inhibitition",0.581855926981307,0.582809117690526,0.578594486876975,0.587023748504078
"191",0.7248,"no.inhibitition",0.582833836102285,0.583219215054908,0.579004584241357,0.58743384586846
"192",0.7488,"no.inhibitition",0.579802317827255,0.583586640928564,0.579372010115013,0.587801271742116
"193",0.7728,"no.inhibitition",0.58087801786033,0.583915789430979,0.579701158617428,0.58813042024453
"194",0.7969,"no.inhibitition",0.58087801786033,0.584211773033185,0.579997142219633,0.588426403846736
"195",0.8209,"no.inhibitition",0.581855926981307,0.584475697320039,0.580261066506488,0.588690328133591
"196",0.8449,"no.inhibitition",0.582833836102285,0.584712046906556,0.580497416093004,0.588926677720107
"197",0.8689,"no.inhibitition",0.583811745223261,0.584923683785638,0.580709052972086,0.589138314599189
"198",0.8929,"no.inhibitition",0.583811745223261,0.58511317668389,0.580898545870338,0.589327807497441
"199",0.9169,"no.inhibitition",0.584887445256336,0.585282830357767,0.581068199544215,0.589497461171318
"200",0.9409,"no.inhibitition",0.583811745223261,0.58543471211485,0.581220081301299,0.589649342928402
"201",0.9649,"no.inhibitition",0.583811745223261,0.585570675792043,0.581356044978492,0.589785306605595
"202",0.9889,"no.inhibitition",0.583811745223261,0.585692383409737,0.581477752596185,0.589907014223288
"203",1.013,"no.inhibitition",0.583811745223261,0.585801753838396,0.581587123024845,0.590016384651948
"204",1.037,"no.inhibitition",0.584887445256336,0.585899218846561,0.581684588033009,0.590113849660112
"205",1.061,"no.inhibitition",0.585865354377313,0.585986453569352,0.5817718227558,0.590201084382903
"206",1.085,"no.inhibitition",0.586843263498291,0.586064529227963,0.581849898414412,0.590279160041515
"207",1.109,"no.inhibitition",0.583811745223261,0.586134405390718,0.581919774577167,0.59034903620427
"208",1.133,"no.inhibitition",0.583811745223261,0.586196941507764,0.581982310694212,0.590411572321315
"209",1.157,"no.inhibitition",0.583811745223261,0.586252907274695,0.582038276461143,0.590467538088246
"210",1.181,"no.inhibitition",0.584887445256336,0.586302991939869,0.582088361126317,0.59051762275342
"211",1.205,"no.inhibitition",0.585865354377313,0.586347812659761,0.58213318184621,0.590562443473313
"212",1.229,"no.inhibitition",0.586843263498291,0.586387921997084,0.582173291183533,0.590602552810635
"213",1.253,"no.inhibitition",0.585865354377313,0.586423814647496,0.582209183833945,0.590638445461048
"214",1.277,"no.inhibitition",0.584887445256336,0.586455933472575,0.582241302659024,0.590670564286126
"215",1.301,"no.inhibitition",0.584887445256336,0.586484674909234,0.582270044095683,0.590699305722786
"216",1.325,"no.inhibitition",0.583811745223261,0.58651039381896,0.582295763005409,0.590725024632511
"217",1.349,"no.inhibitition",0.584887445256336,0.586533407833996,0.582318777020445,0.590748038647548
"218",1.373,"no.inhibitition",0.587918963531364,0.586554001251977,0.582339370438425,0.590768632065528
"219",1.397,"no.inhibitition",0.586843263498291,0.586572428525361,0.582357797711809,0.590787059338912
"220",1.421,"no.inhibitition",0.587918963531364,0.586588917387377,0.582374286573826,0.590803548200929
"221",1.445,"no.inhibitition",0.587918963531364,0.586603671651997,0.582389040838446,0.590818302465549
"222",1.469,"no.inhibitition",0.585865354377313,0.586616873721626,0.582402242908075,0.590831504535178
"223",1.493,"no.inhibitition",0.586843263498291,0.586628686832813,0.582414056019262,0.590843317646365
"224",1.517,"no.inhibitition",0.586843263498291,0.586639257067151,0.5824246262536,0.590853887880702
"225",1.541,"no.inhibitition",0.586843263498291,0.586648715151781,0.582434084338229,0.590863345965332
"226",1.565,"no.inhibitition",0.587918963531364,0.586657178071393,0.582442547257841,0.590871808884944
"227",1.589,"no.inhibitition",0.589972572685416,0.586664750511366,0.582450119697814,0.590879381324917
"228",1.613,"no.inhibitition",0.589972572685416,0.58667152614966,0.582456895336109,0.590886156963212
"229",1.637,"no.inhibitition",0.589972572685416,0.586677588813254,0.582462957999703,0.590892219626806
"230",1.661,"no.inhibitition",0.589972572685416,0.586683013513277,0.582468382699725,0.590897644326828
"231",1.685,"no.inhibitition",0.588896872652341,0.586687867371525,0.582473236557974,0.590902498185077
"232",1.709,"no.inhibitition",0.588896872652341,0.586692210449735,0.582477579636183,0.590906841263286
"233",1.733,"no.inhibitition",0.587918963531364,0.586696096491775,0.582481465678224,0.590910727305327
"234",1.757,"no.inhibitition",0.587918963531364,0.586699573587909,0.582484942774358,0.590914204401461
"235",1.781,"no.inhibitition",0.589972572685416,0.586702684769268,0.582488053955717,0.590917315582819
"236",1.805,"no.inhibitition",0.590950481806394,0.586705468539873,0.582490837726321,0.590920099353424
"237",1.829,"no.inhibitition",0.588896872652341,0.586707959352748,0.582493328539197,0.5909225901663
"238",1.853,"no.inhibitition",0.587918963531364,0.586710188035995,0.582495557222444,0.590924818849547
"239",1.877,"no.inhibitition",0.588896872652341,0.586712182174077,0.582497551360526,0.590926812987629
"240",1.901,"no.inhibitition",0.589972572685416,0.586713966449022,0.582499335635471,0.590928597262574
